"","ID","trial","trans","acc_et","gender","ethnicity","race","income","mother_edu","father_edu","age_years","age_months","condition","drop","target","familiarity","response","item","similar","acc"
"195","112","3",2,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Spoon","1","Left","SpoonBall","dissimilar",2
"196","114","3",0,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Duck","1","Right","BalloonsDuck ","dissimilar",2
"197","115","3",1,1,"Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Bear","1","Right","AppleBear","dissimilar",2
"198","116","3",1,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Ball","1","Right","SpoonBall","dissimilar",2
"199","117","3",0,1,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Cake","1","Left","CakeDoll","dissimilar",2
"200","118","3",1,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Balloons","1","Left","BalloonsDuck ","dissimilar",2
"201","123","3",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Bear","1","Right","AppleBear","dissimilar",2
"202","122","4",0,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Flowers","1","Left","FlowersCat","dissimilar",2
"203","34","4",2,1,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Flowers","1","Left","FlowersCat","dissimilar",2
"204","35","4",2,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"205","36","4",3,0,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Cookie","1","Right","CookieSock","dissimilar",1
"206","37","4",0,1,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Hat","1","Right","EggHat","dissimilar",2
"207","38","4",1,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"208","39","4",2,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Broccoli","1","Right","ElephantBroccoli","dissimilar",2
"209","41","4",0,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Egg","1","Left","EggHat","dissimilar",2
"210","42","4",4,1,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Flowers","1","Left","FlowersCat","dissimilar",2
"211","43","4",1,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"212","44","4",1,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Cookie","1","Left","CookieSock","dissimilar",2
"213","45","4",0,0,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Hat","1","Left","EggHat","dissimilar",1
"214","46","4",0,0,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Cat","1","Left","FlowersCat","dissimilar",1
"215","48","4",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Sock","1","Right","CookieSock","dissimilar",2
"216","49","4",3,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Egg","1","Left","EggHat","dissimilar",2
"217","50","4",0,0,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Flowers","1","Right","FlowersCat","dissimilar",1
"218","51","4",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"219","52","4",0,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Cookie","1","Left","CookieSock","dissimilar",2
"220","53","4",1,0,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Hat","1","Left","EggHat","dissimilar",1
"221","54","4",3,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"222","55","4",0,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Broccoli","1","Right","ElephantBroccoli","dissimilar",2
"223","56","4",1,0,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Sock","1","Left","CookieSock","dissimilar",1
"224","57","4",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Egg","1","Left","EggHat","dissimilar",2
"225","58","4",1,0,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Flowers","1","Right","FlowersCat","dissimilar",1
"226","59","4",0,1,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"227","62","4",3,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"228","64","4",0,0,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Sock","1","Left","CookieSock","dissimilar",1
"229","65","4",2,1,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Egg","1","Left","EggHat","dissimilar",2
"230","66","4",3,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Flowers","1","Left","FlowersCat","dissimilar",2
"231","68","4",2,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Cookie","1","Left","CookieSock","dissimilar",2
"232","69","4",1,0,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Hat","1","Left","EggHat","dissimilar",1
"233","70","4",0,0,"Male","Hispanic","","b","b","b",2.55,30.61,6,0,"Cat","1","Left","FlowersCat","dissimilar",1
"234","71","4",1,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Broccoli","1","Right","ElephantBroccoli","dissimilar",2
"235","72","4",2,0,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Sock","1","Left","CookieSock","dissimilar",1
"236","73","4",0,0,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Egg","1","Right","EggHat","dissimilar",1
"237","74","4",2,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Flowers","1","Left","FlowersCat","dissimilar",2
"238","75","4",2,1,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"239","76","4",0,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Cookie","1","Left","CookieSock","dissimilar",2
"240","78","4",1,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"241","79","4",1,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Broccoli","1","Right","ElephantBroccoli","dissimilar",2
"242","80","4",1,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Sock","1","Right","CookieSock","dissimilar",2
"243","81","4",1,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Egg","1","Left","EggHat","dissimilar",2
"244","83","4",0,1,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"245","86","4",2,1,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"246","87","4",1,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Broccoli","1","Right","ElephantBroccoli","dissimilar",2
"247","88","4",1,0,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Sock","1","Left","CookieSock","dissimilar",1
"248","89","4",0,1,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Egg","1","Left","EggHat","dissimilar",2
"249","90","4",2,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Flowers","1","Left","FlowersCat","dissimilar",2
"250","91","4",0,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"251","92","4",1,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Cookie","1","Left","CookieSock","dissimilar",2
"252","94","4",2,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"253","95","4",1,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"254","97","4",2,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Sock","1","Right","CookieSock","dissimilar",2
"255","98","4",0,0,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Egg","1","Right","EggHat","dissimilar",1
"256","101","4",0,1,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Cookie","1","Left","CookieSock","dissimilar",2
"257","103","4",1,1,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"258","106","4",2,1,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Flowers","1","Left","FlowersCat","dissimilar",2
"259","107","4",1,1,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"260","108","4",0,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Cookie","1","Left","CookieSock","dissimilar",2
"261","109","4",1,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Egg","1","Right","EggHat","dissimilar",1
"262","110","4",0,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"263","111","4",2,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Broccoli","1","Right","ElephantBroccoli","dissimilar",2
"264","112","4",1,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Sock","1","Right","CookieSock","dissimilar",2
"265","114","4",1,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Flowers","1","Left","FlowersCat","dissimilar",2
"266","115","4",2,1,"Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"267","116","4",0,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Cookie","1","Left","CookieSock","dissimilar",2
"268","117","4",0,0,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Hat","1","Left","EggHat","dissimilar",1
"269","118","4",0,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Cat","1","Right","FlowersCat","dissimilar",2
"270","123","4",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Elephant","1","Left","ElephantBroccoli","dissimilar",2
"271","34","5",2,1,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"272","35","5",0,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"273","36","5",2,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Bread","1","Right","OrangeBread","dissimilar",2
"274","37","5",0,0,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Bottle","1","Right","BottleLeaf","dissimilar",1
"275","38","5",4,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"276","39","5",0,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Clock","1","Left","ClockDog","dissimilar",2
"277","41","5",1,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"278","42","5",2,0,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Butterfly","1","Left","PigButterfly","dissimilar",1
"279","43","5",1,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"280","45","5",0,1,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"281","46","5",0,0,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Pig","1","Right","PigButterfly","dissimilar",1
"282","48","5",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Orange","1","Left","OrangeBread","dissimilar",2
"283","49","5",2,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"284","50","5",0,1,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"285","51","5",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"286","52","5",1,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Bread","1","Right","OrangeBread","dissimilar",2
"287","53","5",1,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"288","54","5",1,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"289","55","5",0,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Clock","1","Left","ClockDog","dissimilar",2
"290","56","5",0,1,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Orange","1","Left","OrangeBread","dissimilar",2
"291","57","5",1,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"292","58","5",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"293","59","5",0,1,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"294","62","5",1,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"295","63","5",0,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Clock","1","Left","ClockDog","dissimilar",2
"296","64","5",1,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Orange","1","Left","OrangeBread","dissimilar",2
"297","66","5",1,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"298","68","5",1,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Bread","1","Right","OrangeBread","dissimilar",2
"299","69","5",1,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"300","72","5",0,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Orange","1","Left","OrangeBread","dissimilar",2
"301","73","5",2,1,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"302","74","5",3,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"303","75","5",0,1,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"304","76","5",0,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Bread","1","Right","OrangeBread","dissimilar",2
"305","78","5",1,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"306","79","5",0,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Clock","1","Left","ClockDog","dissimilar",2
"307","80","5",0,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Orange","1","Left","OrangeBread","dissimilar",2
"308","81","5",1,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"309","83","5",0,1,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"310","86","5",2,0,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Pig","1","Right","PigButterfly","dissimilar",1
"311","87","5",2,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Clock","1","Left","ClockDog","dissimilar",2
"312","88","5",0,1,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Orange","1","Left","OrangeBread","dissimilar",2
"313","90","5",0,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"314","91","5",1,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"315","92","5",3,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Bread","1","Right","OrangeBread","dissimilar",2
"316","93","5",2,1,"Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"317","94","5",2,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"318","95","5",1,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"319","97","5",3,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Orange","1","Left","OrangeBread","dissimilar",2
"320","98","5",2,1,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"321","101","5",1,1,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Bread","1","Right","OrangeBread","dissimilar",2
"322","103","5",2,1,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"323","106","5",0,1,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"324","107","5",0,1,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"325","108","5",1,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Bread","1","Right","OrangeBread","dissimilar",2
"326","109","5",1,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Leaf","1","Left","BottleLeaf","dissimilar",1
"327","110","5",0,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"328","111","5",2,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Clock","1","Left","ClockDog","dissimilar",2
"329","112","5",1,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Orange","1","Left","OrangeBread","dissimilar",2
"330","114","5",2,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"331","115","5",1,1,"Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"332","116","5",1,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Bread","1","Right","OrangeBread","dissimilar",2
"333","117","5",0,1,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"334","118","5",1,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Pig","1","Left","PigButterfly","dissimilar",2
"335","123","5",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Dog","1","Right","ClockDog","dissimilar",2
"336","122","6",1,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"TV","1","Left","TVBread","similar",2
"337","34","6",1,0,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"TV","1","Right","TVBread","similar",1
"338","36","6",2,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Flowers","1","Left","FlowersButterfly","similar",2
"339","37","6",0,1,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Dog","1","Right","BunnyDog","similar",2
"340","38","6",1,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Bread","1","Right","TVBread","similar",2
"341","39","6",1,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Crayon","1","Right","Bottlecrayon","similar",2
"342","41","6",2,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Bunny","1","Left","BunnyDog","similar",2
"343","42","6",1,1,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"TV","1","Left","TVBread","similar",2
"344","43","6",1,0,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Bottle","1","Right","Bottlecrayon","similar",1
"345","44","6",3,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Flowers","1","Left","FlowersButterfly","similar",2
"346","45","6",0,0,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Dog","1","Left","BunnyDog","similar",1
"347","46","6",0,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Bread","1","Right","TVBread","similar",2
"348","48","6",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"349","49","6",2,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Bunny","1","Left","BunnyDog","similar",2
"350","50","6",3,0,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"TV","1","Right","TVBread","similar",1
"351","51","6",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Bottle","1","Left","Bottlecrayon","similar",2
"352","52","6",1,0,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Flowers","1","Right","FlowersButterfly","similar",1
"353","53","6",0,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Dog","1","Right","BunnyDog","similar",2
"354","54","6",1,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Bread","1","Right","TVBread","similar",2
"355","55","6",0,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Crayon","1","Right","Bottlecrayon","similar",2
"356","56","6",1,1,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"357","57","6",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Bunny","1","Left","BunnyDog","similar",2
"358","58","6",8,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"TV","1","Left","TVBread","similar",2
"359","59","6",1,1,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Bottle","1","Left","Bottlecrayon","similar",2
"360","62","6",1,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Bread","1","Right","TVBread","similar",2
"361","63","6",2,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Crayon","1","Right","Bottlecrayon","similar",2
"362","64","6",1,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"363","66","6",4,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"TV","1","Left","TVBread","similar",2
"364","67","6",3,1,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Bottle","1","Left","Bottlecrayon","similar",2
"365","68","6",2,0,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Flowers","1","Right","FlowersButterfly","similar",1
"366","69","6",4,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Dog","1","Right","BunnyDog","similar",2
"367","71","6",2,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Crayon","1","Right","Bottlecrayon","similar",2
"368","72","6",3,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"369","73","6",4,1,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Bunny","1","Left","BunnyDog","similar",2
"370","74","6",1,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"TV","1","Left","TVBread","similar",2
"371","75","6",0,0,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Bottle","1","Right","Bottlecrayon","similar",1
"372","76","6",3,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Flowers","1","Left","FlowersButterfly","similar",2
"373","78","6",1,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Bread","1","Right","TVBread","similar",2
"374","79","6",1,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Crayon","1","Right","Bottlecrayon","similar",2
"375","80","6",2,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"376","81","6",0,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Bunny","1","Left","BunnyDog","similar",2
"377","86","6",0,1,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Bread","1","Right","TVBread","similar",2
"378","87","6",1,0,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Crayon","1","Left","Bottlecrayon","similar",1
"379","88","6",0,0,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Butterfly","1","Left","FlowersButterfly","similar",1
"380","89","6",1,1,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Bunny","1","Left","BunnyDog","similar",2
"381","90","6",2,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"TV","1","Left","TVBread","similar",2
"382","91","6",2,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Bottle","1","Left","Bottlecrayon","similar",2
"383","92","6",2,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Flowers","1","Left","FlowersButterfly","similar",2
"384","94","6",1,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Bread","1","Right","TVBread","similar",2
"385","95","6",1,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Bread","1","Right","TVBread","similar",2
"386","97","6",2,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"387","98","6",1,0,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Bunny","1","Right","BunnyDog","similar",1
